,securityId,name,isin,issuerCode,sedol,cusip,cusip9,fsymId,activeFlag,factsetEntityId,fsUltimateParentEntityId,fsParentEntityId,fsParentParentEntityId,factsetUniverseType,factsetEntityName,factsetCompanyId,factsetCompanyCurrency
107,66951233,VIAVI SOLUTIONS INC 144A W/O RTS 3.75 USD 10/01/2029,US925550AF21,VIAV,BMXJTR,925550AF,925550AF2,VDCR92-S,True,002KXQ-E,002KXQ-E,,,FI,Viavi Solutions,K7YTNS-R,USD
108,68295123,SLM CORP 6.5 USD 01/31/2030,US78442PGF71,SLM,,78442PGF,78442PGF7,RTBM6P-S,True,001MCF-E,001MCF-E,,,FI,SLM,T7CGDK-R,USD
109,68122061,NEWELL BRANDS INC 6.375 USD 05/15/2030,US651229BF23,NWL,BRK144,651229BF,651229BF2,BD2DFW-S,True,002FH6-E,002FH6-E,,,FI,Newell Brands,GFJGD5-R,USD
110,66930742,ROYAL CARIBBEAN CRUISES 144A W/O RTS 5.5 USD 08/31/2026,US780153BJ00,RCL,BLDBLX6,780153BJ,780153BJ0,V2RGD4-S,True,001JWC-E,001JWC-E,,,FI,Royal Caribbean Group,XLT03X-R,USD
111,67398601,PHINIA INC 144A W/O RTS 6.75 USD 04/15/2029,US71880KAA97,PHIN,BRS7WH,71880KAA,71880KAA9,N452S5-S,True,0WMH53-E,0WMH53-E,,,FI,PHINIA,C94QCK-R,USD
112,66859058,BRISTOW GROUP INC 144A W/O RTS 6.875 USD 03/01/2028,US11040GAA13,VTOL,BMVD70,11040GAA,11040GAA1,G5STJG-S,True,0MGFCF-E,0MGFCF-E,,,FI,Bristow Group,MTV2LV-R,USD
113,67398617,LEVEL 3 FINANCING INC 144A W/O RTS 4 USD 04/15/2031,US527298CH44,LVLT,BMDQJJ,527298CH,527298CH4,PS3280-S,True,00768J-E,09SD1S-E,002171-E,09SD1S-E,FI,Level 3 Financing,K24Q4R-R,USD
114,67398619,LEVEL 3 FINANCING INC 144A W/O RTS 4.875 USD 06/15/2029,US527298CB73,LVLT,BRBSQG,527298CB,527298CB7,HMC85Z-S,True,00768J-E,09SD1S-E,002171-E,09SD1S-E,FI,Level 3 Financing,K24Q4R-R,USD
115,66888227,UNITED AIRLINES INC 144A W/O RTS 4.375 USD 04/15/2026,US90932LAG23,UAL,BMG879,90932LAG,90932LAG2,NCHMQK-S,True,0DF3B1-E,0B34WJ-E,0B34WJ-E,,FI,United Airlines,QKJS7V-R,USD
116,66888220,UNITED AIRLINES INC 144A W/O RTS 4.625 USD 04/15/2029,US90932LAH06,UAL,BMG878,90932LAH,90932LAH0,T1TYCP-S,True,0DF3B1-E,0B34WJ-E,0B34WJ-E,,FI,United Airlines,QKJS7V-R,USD
117,66783257,NEW GOLD INC 144A W/O RTS 7.5 USD 07/15/2027,US644535AH91,NGDCN,BMVLS67,644535AH,644535AH9,MBG7DM-S,True,003Q9G-E,003Q9G-E,,,FI,New Gold,QJB2BG-R,CAD
118,46012253,CLEARWAY ENERGY OP LLC 144A W/O RTS 4.75 USD 03/15/2028,US18539UAC99,CWENA,BKX9XN,18539UAC,18539UAC9,MSXRPD-S,True,0D8G49-E,0D6426-E,0D6426-E,,FI,Clearway Energy Operating,CJ5TFB-R,USD
119,44955979,TEGNA INC 5 USD 09/15/2029,US87901JAH86,TGNA,BMXC0P,87901JAH,87901JAH8,LXBG2B-S,True,000KWH-E,000KWH-E,,,FI,TEGNA,JS6B3F-R,USD
120,68294651,CARNIVAL CORP USD 144A W/O RTS 6.125 USD 02/15/2033,US143658BX94,CCL,,143658BX,143658BX9,S4N8RK-S,True,003GTW-E,003GTW-E,,,FI,Carnival,HNZVK6-R,USD
121,67202541,KNIFE RIVER CORP 144A W/O RTS 7.75 USD 05/01/2031,US498894AA29,KNIRIV,BR89HG,498894AA,498894AA2,DLDTPT-S,True,0VWK34-E,0VWK34-E,,,FI,Knife River,M6HPPL-R,USD
122,67809786,ZEBRA TECHNOLOGIES CORP 144A W/O RTS 6.5 USD 06/01/2032,US989207AD75,ZBRA,BS3FNT,989207AD,989207AD7,VW09GZ-S,True,000Z32-E,000Z32-E,,,FI,Zebra Technologies,F82H8Q-R,USD
123,66776075,DAVITA INC 144A W/O RTS 4.625 USD 06/01/2030,US23918KAS78,DVA,BMW7NB,23918KAS,23918KAS7,WTP1W8-S,True,0015RG-E,0015RG-E,,,FI,DaVita,FQYW7Q-R,USD
124,66959375,VERTIV GROUP CORPORATION 144A W/O RTS 4.125 USD 11/15/2028,US92535UAB08,VRT,BN14T8,92535UAB,92535UAB0,S0SMP9-S,True,0G5MNR-E,0M0J04-E,0M0J04-E,,FI,Vertiv Group,K1CWC1-R,USD
125,44282705,TAYLOR MORRISON COMM 144A W/O RTS 5.75 USD 01/15/2028,US87724RAB87,TMHC,BJX75H,87724RAB,87724RAB8,C15R5N-S,True,0CGSN0-E,00F7B1-E,0BN492-E,00F7B1-E,FI,Taylor Morrison Communiti,G9LVM6-R,USD
126,67346416,BREAD FINANCIAL HLDGS 144A W/O RTS 9.75 USD 03/15/2029,US018581AP34,BFH,BPDHLQ,018581AP,018581AP3,DW19HH-S,True,002RBQ-E,002RBQ-E,,,FI,Bread Financial Holdings,NDN5DT-R,USD
127,67025933,CARPENTER TECHNOLOGY 7.625 USD 03/15/2030,US144285AM55,CRS,BPSK6V,144285AM,144285AM5,R84YM0-S,True,000DDH-E,000DDH-E,,,FI,Carpenter Technology,TY1RMH-R,USD
128,66896392,GREAT LAKES DREDGE&DOCK 144A W/O RTS 5.25 USD 06/01/2029,US390607AF62,GLDD,BMC2Y0,390607AF,390607AF6,W3HPX4-S,True,00279D-E,00279D-E,,,FI,Great Lakes Dredge & Dock,LFDWZB-R,USD
129,67412465,TUTOR PERINI CORP 144A W/O RTS 11.875 USD 04/30/2029,US901109AG35,TPC,BLN8W4,901109AG,901109AG3,LLTCHR-S,True,07NWQP-E,07NWQP-E,,,FI,Tutor Perini,H7HT7W-R,USD
130,66881546,VIRIDIEN 144A W/T RTS 8.75 USD 04/01/2027,US12531TAF66,VIRIFP,BN4N5X3,12531TAF,12531TAF6,W5D7CX-S,True,06N3FS-E,06N3FS-E,,,FI,Viridien,SPC1HL-R,EUR
131,38371251,SPIRIT AEROSYSTEMS INC 4.6 USD 06/15/2028,US85205TAK60,SPR,BDR7P8,85205TAK,85205TAK6,M6SV8B-S,True,066T2J-E,007XMP-E,007XMP-E,,FI,Spirit AeroSystems,SYJ221-R,USD
132,68304878,HESS MIDSTREAM OPERATION 144A W/O RTS 5.875 USD 03/01/2028,US428102AH01,HESM,,428102AH,428102AH0,BNYJPL-S,True,0DXDP4-E,0LHT98-E,0LHT98-E,,FI,Hess Midstream Operations,KM84B2-R,USD
133,66916352,VICTORIA'S SECRET & CO 144A W/O RTS 4.625 USD 07/15/2029,US926400AA00,VSCO,BNM5FM,926400AA,926400AA0,NFVX40-S,True,0NZ2Q6-E,0NZ2Q6-E,,,FI,Victorias Secret & Co,DVDYWL-R,USD
134,66883587,BWX TECHNOLOGIES INC 144A W/O RTS 4.125 USD 04/15/2029,US05605HAC43,BWXT,BMCVHJ,05605HAC,05605HAC4,C57CQG-S,True,0656DF-E,0656DF-E,,,FI,BWX Technologies,K3DD15-R,USD
